ITEM_ID,TITLE,GENRES,MOVIE_LENGTH,YEAR_PUBLISH,RATING,SYNOPSIS,CAST,DIRECTOR,LANGUAGE,SUBTITLE,CREATION_TIMESTAMP,AVAILABLE_THIS_MONTH
179,The Mountain Within Me,Documentary,89 min.,2024,NR,"After suffering a catastrophic spinal cord injury, professional rugby player Ed Jackson‘s world changed forever. THE MOUNTAIN WITHIN ME follows Ed’s journey on his recovery as he achieves the mental and physical heights of Snowdonia.",Ed Jackson,Polly Steele,"English, French, German, Spanish (Castillian)",English,1730429969,0
180,The White Snake Enchantress,Animation,79 min.,1958,PG13,"Xu-Xian, a young boy, once owned a pet snake until his parents forced him to give up. Years pass and during a violent storm, the snake magically transforms into the beautiful princess Bai-Niang. Bai-Niang finds Xu-Xian, but the lovers are separated by a local monk, Fa-Hai, who believes that Bai-Niang is an evil spirit. Xu-Xian's two panda pets, Panda and Mimi, try to find Xu-Xian.","Voice Cast: Hisaya Morishige, Mariko Miyagi",Taiji Yabushita,Japanese,"Chinese Traditional, English",1730429969,0
181,Tiger 3,Action/Adventure,149 min.,2023,PG13,"Special agents Tiger and Zoya set out to foil the schemes of a military group. However, the group's leader is very dangerous and deeply motivated by a personal grudge against Tiger.","Salman Khan, Katrina Kaif, Emraan Hashmi",Maneesh Sharma,Hindi,English,1730429969,1
182,Touch,Drama,121 min.,2024,NR,"Based on the Icelandic best-selling novel by Ólafur Jóhann Ólafsson, this mesmerising and heart-wrenching love story follows a widower’s emotional journey to find his first love, who disappeared 50 years ago, before his time runs out.","Egill Olafsson, Koki, Masahiro Motoki, Palmi Kormakur, Sigurdur Ingvarsson",Baltasar Kormákur,English,English,1730429969,1
183,Twister,Action/Adventure,113 min.,1996,PG13,"Dr Jo Thornton-Harding, a storm chaser, risks her life to study nature by taking her data-transmitting instruments directly into the path of the largest tornado to ever strike Oklahoma as rival scientists stop at nothing to steal her breakthrough.","Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz, Philip Seymour Hoffman",Jan de Bont,English,,1730429969,1
184,Twisters,Action/Adventure,122 min.,2024,PG13,"A storm chaser haunted by a devastating encounter with a tornado during her college years now studies storm patterns on screens in New York City. She is lured back to the open plains by her friend, Javi, to test a groundbreaking new tracking system.","Daisy Edgar-Jones, Anthony Ramos, Brandon Perea, Maura Tierney, Glen Powell",Lee Isaac Chung,"English, French, German, Italian, Spanish (Castillian)","Chinese Traditional, Chinese Simplified, Japanese, Korean",1730429969,1
185,Uranus 2324,Sci-Fi/Fantasy,130 min.,2024,NR,"A female astronaut is trapped in a solar storm, and believes it may be her last moment of life. Suddenly, she discovers that some form of energy has taken her spirit and transported it to various parallel worlds, where she and her loved ones exist. Nonetheless, she persists in her pursuit of a world in which she can live with the one she loves without having to endure the agony of separation.","Rebecca Patricia Armstrong, Freen Sarocha Chankimha",Thanadol Nualsuth,Thai,"Chinese Traditional, Chinese Simplified, English",1730429969,1
186,Veni Vidi Vici,Comedy,86 min.,2024,NR,"The Maynards and their children lead an almost perfect billionaire family life. Amon is a passionate hunter, but it’s not animals he shoots, as the family’s wealth allows them to live free from consequences.","Laurence Rupp, Ursina Lardi, Olivia Goschler","Daniel Hoesl, Julia Neimann",German,English,1730429969,1
187,Welcome to My Side,Romantic Comedy,102 min.,2024,NR,"After a heartbreaking breakup, Xiaozhou experiences a bizarre accident that leaves him frequently haunted by flocks of quacking rubber ducks. This strange phenomenon creates significant obstacles in his daily life. However, everything changes when a girl named Feng Jianan enters his life.","Yosh YU, WANG Ying Lu",Haolin SONG,Putonghua,"Chinese Traditional, Chinese Simplified, English",1730429969,0
188,Widow Clicquot,Drama,90 min.,2023,R,"After her husband's death, Madame Clicquot flouts convention by assuming the reins of their wine business, defying her critics and ultimately revolutionising the champagne industry, establishing her as one of the world's first great businesswomen.","Haley Bennett, Tom Sturridge, Sam Riley, Natasha O'Keeffe",Thomas Napper,English,"Chinese Traditional, Chinese Simplified, Spanish, Arabic",1730429969,1
189,X-Men Origins: Wolverine,Sci-Fi/Fantasy,107 min.,2009,PG13,"X-Men Origins: Wolverine, the first chapter in the X-Men saga, unites Wolverine with several other legends of the X-Men universe, in an epic revolution that pits the mutants against powerful forces determined to eliminate them.","Hugh Jackman, Ryan Reynolds, Liev Schreiber",Gavin Hood,"English, French, German, Italian, Japanese, Korean",Chinese Traditional,1730429969,1
190,You Can Call Me Bill,Documentary,95 min.,2024,PG13,"From a make-believe starship captain to a real-life rocketman, William Shatner has led one of the best-lived lives on the planet. And while the actor may be recognisable around the globe, the man behind the masks is even more interesting.",William Shatner,Alexandre O. Philippe,English,English,1730429969,1
191,Zara Hatke Zara Bachke,Comedy,132 min.,2023,PG13,"Kapil and Somya are a happily married couple from Indore who live in a joint family and decide to get a divorce one fine day. Things don't go as planned as their family gets to know of it, and thus begins a comedy of errors.","Vicky Kaushal, Sara Ali Khan, Inaamulhaq",Laxman Utekar,Hindi,English,1730429969,1
